"避難先名称","避難が予想される住民の地区名","指定場所","管轄市町村名","避難種別","災害区分","土砂災害・浸水・津波浸水予測地域","緊急避難場所レベル（風水害）","緊急避難場所レベル（津波）","耐震性","備蓄の有無","備蓄品目（備蓄の有無）","備蓄品目（食料の有無）","備蓄品目（備蓄品目）","標高（メートル）","経度：東経（世界測地系10進法）","緯度：北緯（世界測地系10進法）","発電機（発電機の有無）","発電機（発動発電機（可搬型））","発電機（自家発電機）","施設面積（平米）屋内","施設面積（平米）屋外","収容人数","収容人数（一時）","所在地","備考1","備考２-１","備考２-２"
"長谷宮集落センター","長谷宮","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",326,135.479915,34.182571,"","","",245,0,47,47,"紀美野町長谷宮223-2","",""
"長谷毛原中学校体育館","毛原下　小西　毛原中　毛原宮　毛原上　長谷宮","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、簡易トイレ、間仕切り、マスク、手指消毒液",275,135.461632,34.1602474,"○","○","",806,0,168,168,"紀美野町毛原宮222-0","※",""
"毛原中集会所","毛原中","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",275,135.456767,34.1583361,"","","",60,0,12,12,"紀美野町毛原中176-0","",""
"転作研修会館","小西","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",258,135.448905,34.1484591,"","","",106,0,25,25,"紀美野町小西310-6","",""
"滝ノ川集会所","滝ノ川","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",340,135.429617,34.1297434,"","","",100,0,25,25,"紀美野町滝ノ川402-0","",""
"国吉多目的集会所","今西　松ケ峯　菅沢　田　谷　中　滝ノ川","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",190,135.415858,34.1400643,"","","",191,0,30,30,"紀美野町田64-0","",""
"桂瀬集会所","桂瀬","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",165,135.401232,34.1357964,"","","",83,0,25,25,"紀美野町桂瀬127-0","",""
"赤木高齢者ふれあい憩いの家","赤木","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",163,135.386209,34.135571,"","","",87,0,14,14,"紀美野町赤木311-0","",""
"三尾川区民センター","三尾川","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",125,135.372187,34.1388874,"","","",138,0,25,25,"紀美野町三尾川429-0","",""
"箕六高齢者ふれあい憩いの家","箕六","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",280,135.359652,34.1269004,"","","",82,0,14,14,"紀美野町箕六53-0","",""
"津川集会所","津川","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",160,135.371218,34.1525276,"","","",199,0,23,23,"紀美野町津川267-0","",""
"樋下高齢者ふれあい憩いの家","樋下","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",103,135.359167,34.1476498,"","","",83,0,12,12,"紀美野町樋下49-2","",""
"神野市場交流ふれあいセンター","神野市場","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",115,135.356112,34.1495462,"","","",150,0,28,28,"紀美野町神野市場269-0","",""
"下神野小学校体育館","福田　神野市場　野中　安井　南畑　箕六　樋下　永谷","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",115,135.354212,34.1506059,"","","",797,0,214,214,"紀美野町神野市場225-0","※",""
"美里中学校体育館","福田　神野市場　野中　安井　南畑　箕六　樋下　永谷","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",117,135.350053,34.1474653,"","","",760,0,199,199,"紀美野町野中494-1","※",""
"野中集会所","野中","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布",112,135.348187,34.1446976,"","","",159,0,34,34,"紀美野町野中31-1","",""
"安井集会所","安井","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",94,135.345029,34.1453841,"","","",150,0,23,23,"紀美野町安井134-2","",""
"福田集会所","福田","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",85,135.342517,34.1565581,"","","",192,0,43,43,"紀美野町福田143-1","",""
"国木原集会所","国木原","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",200,135.341422,34.1852704,"","","",83,0,25,25,"紀美野町国木原1-0","",""
"自然体験世代交流センター","上ケ井　三尾川　大角　津川　明添　鎌滝　赤木　高畑　桂瀬","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",135,135.383602,34.1420939,"","","",783,0,69,69,"紀美野町鎌滝636-0","※",""
"元 上神野小学校体育館","上ケ井　三尾川　大角　津川　明添　鎌滝　赤木　高畑　桂瀬","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",135,135.381567,34.143193,"","","",561,0,149,149,"紀美野町鎌滝107-0","※",""
"長谷集会所","長谷","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",79,135.316639,34.1832971,"","","",177,0,41,41,"紀美野町長谷37-1","",""
"釜滝集会所","釜滝","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",191,135.340263,34.1714945,"","","",83,0,17,17,"紀美野町西野246-1","",""
"西野集会所","西野","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",97,135.349832,34.1695412,"","","",150,0,27,27,"紀美野町西野691-0","",""
"志賀野体育館","松瀬　釜滝　西野　東野　国木原","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",97,135.353262,34.1685189,"","","",430,0,102,102,"紀美野町西野11-1","※",""
"志賀野地区公民館","松瀬　釜滝　西野　東野　国木原","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",97,135.352314,34.1683726,"","","",377,0,66,66,"紀美野町西野22-1","※",""
"小川小学校体育館","福井　中田　奥佐々　梅本　坂本","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",131,135.324052,34.1319475,"","","",405,0,123,123,"紀美野町中田4-0","※",""
"小川地区公民館","福井　中田　奥佐々　梅本　坂本","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",131,135.324227,34.1314437,"","","",363,0,42,42,"紀美野町中田23-0","※",""
"福井集会所","福井","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",75,135.327075,34.1472634,"","","",184,0,35,35,"紀美野町福井1313-1","",""
"吉野集会所","吉野","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆（注）","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",86,135.329182,34.1583865,"","","",214,0,49,49,"紀美野町吉野320-3","",""
"やすらぎ園","下佐々","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","","","","",85,135.3113568,34.1519105,"○","","",7590,0,88,88,"紀美野町下佐々1408-7","当該",""
"総合福祉センター","下佐々　町内全域","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","有","○","○","毛布、簡易トイレ、間仕切り、エアーマット",85,135.311001,34.1521517,"","○","○",3230,0,400,400,"紀美野町下佐々1408-4","保福",""
"新生町集会所","下佐々","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",80,135.309921,34.1561045,"","","",81,0,26,26,"紀美野町下佐々803-1","",""
"中央児童館","下佐々","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",80,135.3118895,34.1578349,"","","",207,0,28,28,"紀美野町下佐々173-0","※",""
"下佐々コミュニティセンター","下佐々","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",78,135.3148238,34.156506,"","","",319,0,50,50,"紀美野町下佐々595-1","",""
"河南集会所(海南鋼管)","海南鋼管","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",63,135.308626,34.1586408,"","","",129,0,24,24,"紀美野町下佐々1817-0","",""
"野上中学校体育館","下佐々　吉野　松瀬","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",85,135.314563,34.1544282,"","","",1626,0,393,393,"紀美野町下佐々940-0","※",""
"野上小学校体育館","動木  柴目　希望ヶ丘　平　緑ヶ丘","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",70,135.3069927,34.1638605,"","","",405,0,192,192,"紀美野町動木1445-0","※",""
"動木集会所","動木","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",128,135.3066591,34.165212,"","","",192,0,34,34,"紀美野町動木227-1","",""
"スポーツ公園体育館","小畑　動木　柴目　緑ヶ丘　希望ヶ丘　平","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",73,135.3080218,34.1752963,"","","",996,0,270,270,"紀美野町小畑853-2","※生",""
"小畑集会所","小畑","","紀美野町","避難所を兼ねる避難場所","洪水　地震　大規模な火事","土砂災害予測地域　浸水予測地域　","☆☆☆","","耐震　","有","○","○","毛布、間仕切り、マスク、手指消毒液",63,135.2938702,34.1633792,"","","",218,0,40,40,"紀美野町小畑107-0","",""
